Iso	Gene
TRINITY_DN6673_c0_g1	CUB and zona pellucida-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CUZD1 PE=2 SV=1 E(blastx)=1e-10
TRINITY_DN1980_c0_g1	60S ribosomal protein L7-4 OS=Arabidopsis thaliana OX=3702 GN=RPL7D PE=2 SV=1 E(blastx)=2e-51
TRINITY_DN9283_c0_g1	"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3 E(blastx)=3e-28"
TRINITY_DN2762_c0_g1	Ferritin-1 heavy chain OS=Schistosoma mansoni OX=6183 GN=SCM-1 PE=2 SV=1 E(blastx)=2e-22
TRINITY_DN7142_c0_g1	E3 ubiquitin-protein ligase RNF126 OS=Xenopus tropicalis OX=8364 GN=rnf126 PE=2 SV=1 E(blastx)=2e-17
TRINITY_DN2740_c0_g1	Myosin-4 OS=Caenorhabditis elegans OX=6239 GN=unc-54 PE=1 SV=2 E(blastx)=6e-16
TRINITY_DN3338_c0_g1	Ubiquitin carboxyl-terminal hydrolase 3 OS=Homo sapiens OX=9606 GN=USP3 PE=1 SV=2 E(blastx)=8e-24
TRINITY_DN11881_c0_g1	60S ribosomal protein L5 OS=Bos taurus OX=9913 GN=RPL5 PE=2 SV=3 E(blastx)=6e-59
TRINITY_DN4381_c0_g1	Uridine-cytidine kinase-like 1 OS=Homo sapiens OX=9606 GN=UCKL1 PE=1 SV=2 E(blastx)=4e-25
TRINITY_DN5606_c0_g1	"HIG1 domain family member 2A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD2A PE=1 SV=1 E(blastx)=7e-09"
TRINITY_DN13483_c0_g1	Epoxide hydrolase 1 OS=Oryctolagus cuniculus OX=9986 GN=EPHX1 PE=1 SV=2 E(blastx)=4e-19
TRINITY_DN9832_c0_g1	Photosystem I subunit O OS=Arabidopsis thaliana OX=3702 GN=PSAO PE=1 SV=1 E(blastx)=1e-14
TRINITY_DN9248_c0_g1	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3 E(blastx)=7e-07"
TRINITY_DN11538_c0_g1	60S ribosomal protein L23a OS=Rattus norvegicus OX=10116 GN=Rpl23a PE=2 SV=1 E(blastx)=3e-38
TRINITY_DN5223_c0_g1	Agrin OS=Gallus gallus OX=9031 GN=AGRN PE=1 SV=3 E(blastx)=9e-12
TRINITY_DN9486_c0_g1	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3 E(blastx)=6e-14"
TRINITY_DN7310_c0_g1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4 E(blastx)=4e-15
TRINITY_DN11123_c0_g1	Muscle calcium channel subunit alpha-1 OS=Musca domestica OX=7370 PE=2 SV=1 E(blastx)=5e-08
TRINITY_DN13850_c0_g1	Heat shock 70 kDa protein (Fragment) OS=Onchocerca volvulus OX=6282 PE=2 SV=2 E(blastx)=1e-33
TRINITY_DN429_c0_g1	Ataxin-7-like protein 3 OS=Danio rerio OX=7955 GN=atxn7l3 PE=2 SV=1 E(blastx)=5e-15
TRINITY_DN5248_c0_g1	Wings apart-like protein homolog OS=Homo sapiens OX=9606 GN=WAPL PE=1 SV=1 E(blastx)=8e-10
TRINITY_DN5505_c0_g1	Serine/threonine-protein kinase hippo OS=Drosophila melanogaster OX=7227 GN=hpo PE=1 SV=1 E(blastx)=1e-10
TRINITY_DN14650_c0_g1	Cytosolic phospholipase A2 OS=Xenopus tropicalis OX=8364 GN=pla2g4a PE=2 SV=1 E(blastx)=9e-07
TRINITY_DN4443_c0_g1	Capsid protein F OS=Escherichia phage alpha3 OX=10849 GN=F PE=1 SV=2 E(blastx)=1e-158
TRINITY_DN12653_c0_g1	Striated muscle-specific serine/threonine-protein kinase OS=Rattus norvegicus OX=10116 GN=Speg PE=1 SV=2 E(blastx)=3e-13
TRINITY_DN10031_c0_g1	Integrator complex subunit 13 OS=Homo sapiens OX=9606 GN=INTS13 PE=1 SV=2 E(blastx)=7e-23
TRINITY_DN2583_c0_g1	Inorganic pyrophosphatase OS=Drosophila melanogaster OX=7227 GN=Nurf-38 PE=1 SV=3 E(blastx)=6e-44
TRINITY_DN5097_c0_g1	GPI ethanolamine phosphate transferase 1 OS=Homo sapiens OX=9606 GN=PIGN PE=1 SV=1 E(blastx)=1e-22
TRINITY_DN6221_c0_g1	Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2 E(blastx)=1e-48
TRINITY_DN13975_c0_g1	Endoplasmin homolog OS=Caenorhabditis elegans OX=6239 GN=enpl-1 PE=3 SV=1 E(blastx)=2e-59
TRINITY_DN6209_c0_g1	Charged multivesicular body protein 2b OS=Bos taurus OX=9913 GN=CHMP2B PE=2 SV=1 E(blastx)=3e-27
TRINITY_DN13609_c0_g1	Protein flightless-1 homolog OS=Mus musculus OX=10090 GN=Flii PE=1 SV=1 E(blastx)=4e-23
TRINITY_DN9883_c0_g1	Endoplasmin (Fragment) OS=Mesocricetus auratus OX=10036 GN=HSP90B1 PE=1 SV=1 E(blastx)=4e-30
TRINITY_DN5942_c0_g1	Arginine kinase OS=Anthopleura japonica OX=67755 PE=1 SV=1 E(blastx)=3e-55
TRINITY_DN10785_c0_g1	Ubiquitin conjugation factor E4 B OS=Homo sapiens OX=9606 GN=UBE4B PE=1 SV=1 E(blastx)=2e-57
TRINITY_DN14666_c0_g1	Myosin-11 OS=Oryctolagus cuniculus OX=9986 GN=MYH11 PE=2 SV=2 E(blastx)=2e-40
TRINITY_DN9090_c0_g1	Scavenger receptor cysteine-rich domain-containing group B protein OS=Mus musculus OX=10090 GN=Ssc4d PE=2 SV=2 E(blastx)=5e-12
TRINITY_DN5650_c0_g1	RING finger protein unkempt homolog OS=Homo sapiens OX=9606 GN=UNK PE=1 SV=2 E(blastx)=1e-05
TRINITY_DN6103_c0_g1	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Danio rerio OX=7955 GN=ssu72 PE=2 SV=1 E(blastx)=4e-33
TRINITY_DN12316_c0_g1	Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens OX=9606 GN=VPS28 PE=1 SV=1 E(blastx)=5e-10
TRINITY_DN3825_c0_g1	Trypsin-1 OS=Astacus astacus OX=6715 PE=1 SV=1 E(blastx)=2e-32
TRINITY_DN12017_c0_g1_i2	Actin-17 OS=Dictyostelium discoideum OX=44689 GN=act17 PE=3 SV=1 E(blastx)=5e-10
TRINITY_DN426_c0_g1	Cytochrome c oxidase subunit 6B2 OS=Bos taurus OX=9913 GN=COX6B2 PE=2 SV=1 E(blastx)=2e-05
TRINITY_DN5016_c0_g1	Kazrin OS=Mus musculus OX=10090 GN=Kazn PE=1 SV=2 E(blastx)=4e-24
TRINITY_DN7502_c0_g1	Sodium-dependent phosphate transport protein 2A OS=Rattus norvegicus OX=10116 GN=Slc34a1 PE=1 SV=1 E(blastx)=1e-07
TRINITY_DN2832_c0_g1	Kalirin OS=Homo sapiens OX=9606 GN=KALRN PE=1 SV=3 E(blastx)=2e-08
TRINITY_DN7449_c0_g1	Fibroblast growth factor receptor 3 OS=Gallus gallus OX=9031 GN=FGFR3 PE=2 SV=1 E(blastx)=1e-16
TRINITY_DN9738_c0_g1	Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1 E(blastx)=5e-08
TRINITY_DN11038_c0_g1	Cytosolic non-specific dipeptidase OS=Rattus norvegicus OX=10116 GN=Cndp2 PE=1 SV=1 E(blastx)=1e-44
TRINITY_DN2746_c0_g1	Probable actin-related protein 2/3 complex subunit 2 OS=Anopheles gambiae OX=7165 GN=Arc-p34 PE=3 SV=2 E(blastx)=4e-33
TRINITY_DN4860_c0_g1	Aryl hydrocarbon receptor OS=Delphinapterus leucas OX=9749 GN=AHR PE=2 SV=1 E(blastx)=1e-12
TRINITY_DN9000_c0_g1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Rattus norvegicus OX=10116 GN=Pik3ca PE=1 SV=1 E(blastx)=3e-17"
TRINITY_DN12622_c0_g1	"N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Rattus norvegicus OX=10116 GN=Naa35 PE=1 SV=1 E(blastx)=3e-37"
TRINITY_DN4174_c0_g1	Stromelysin-3 OS=Rattus norvegicus OX=10116 GN=Mmp11 PE=1 SV=1 E(blastx)=1e-07
TRINITY_DN14569_c0_g1	Proteasome subunit beta type-3 OS=Oncorhynchus mykiss OX=8022 GN=psmb3 PE=2 SV=1 E(blastx)=4e-43
TRINITY_DN13546_c0_g1	Coatomer subunit beta' OS=Rattus norvegicus OX=10116 GN=Copb2 PE=1 SV=3 E(blastx)=1e-39
TRINITY_DN11594_c0_g1	E3 SUMO-protein ligase RanBP2 OS=Mus musculus OX=10090 GN=Ranbp2 PE=1 SV=2 E(blastx)=2e-16
TRINITY_DN12452_c0_g1	A disintegrin and metalloproteinase with thrombospondin motifs 9 OS=Homo sapiens OX=9606 GN=ADAMTS9 PE=1 SV=4 E(blastx)=2e-05
TRINITY_DN8911_c0_g1	UMP-CMP kinase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0109600 PE=2 SV=1 E(blastx)=4e-06
TRINITY_DN7026_c0_g1	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Mus musculus OX=10090 GN=Plod3 PE=1 SV=1 E(blastx)=1e-29
TRINITY_DN3508_c0_g1	G patch domain-containing protein 4 OS=Bos taurus OX=9913 GN=GPATCH4 PE=2 SV=1 E(blastx)=2e-10
TRINITY_DN7093_c0_g1	Regulatory-associated protein of mTOR OS=Mus musculus OX=10090 GN=Rptor PE=1 SV=1 E(blastx)=8e-33
TRINITY_DN9913_c0_g1	Clathrin light chain A OS=Mus musculus OX=10090 GN=Clta PE=1 SV=2 E(blastx)=7e-25
TRINITY_DN11427_c0_g1	Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=3 E(blastx)=3e-20
TRINITY_DN4353_c0_g1	VWFA and cache domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CACHD1 PE=2 SV=2 E(blastx)=3e-16
TRINITY_DN3673_c0_g1	Flotillin-1 OS=Bos taurus OX=9913 GN=FLOT1 PE=2 SV=1 E(blastx)=2e-40
TRINITY_DN5893_c0_g1	Serine/threonine-protein kinase Tao OS=Drosophila melanogaster OX=7227 GN=Tao PE=1 SV=1 E(blastx)=2e-09
TRINITY_DN7641_c0_g1	Anamorsin homolog OS=Nematostella vectensis OX=45351 GN=v1g167244 PE=3 SV=1 E(blastx)=2e-05
TRINITY_DN7198_c0_g1	Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Xenopus laevis OX=8355 GN=cdkal1 PE=2 SV=1 E(blastx)=2e-27
TRINITY_DN13734_c0_g1	Ras-like GTP-binding protein rhoA OS=Caenorhabditis elegans OX=6239 GN=rho-1 PE=1 SV=1 E(blastx)=2e-53
TRINITY_DN14109_c0_g1	Creatine kinase M-type OS=Rattus norvegicus OX=10116 GN=Ckm PE=1 SV=2 E(blastx)=1e-30
TRINITY_DN4722_c0_g1	"Inositol 1,4,5-trisphosphate receptor type 2 OS=Mus musculus OX=10090 GN=Itpr2 PE=1 SV=4 E(blastx)=1e-33"
TRINITY_DN13902_c0_g1	Macrophage mannose receptor 1 OS=Homo sapiens OX=9606 GN=MRC1 PE=1 SV=1 E(blastx)=3e-06
TRINITY_DN14697_c0_g1	Polycystic kidney disease protein 1-like 2 OS=Homo sapiens OX=9606 GN=PKD1L2 PE=1 SV=5 E(blastx)=5e-19
TRINITY_DN10052_c0_g1	Tumor protein 63 OS=Homo sapiens OX=9606 GN=TP63 PE=1 SV=1 E(blastx)=1e-16
TRINITY_DN13581_c0_g1	E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio OX=7955 GN=rnf213a PE=3 SV=1 E(blastx)=2e-25
TRINITY_DN12568_c0_g1	"Lon protease homolog 2, peroxisomal OS=Mus musculus OX=10090 GN=Lonp2 PE=1 SV=1 E(blastx)=4e-24"
TRINITY_DN12844_c0_g1	Ceramide synthase 2 OS=Homo sapiens OX=9606 GN=CERS2 PE=1 SV=1 E(blastx)=3e-16
TRINITY_DN4608_c0_g1	von Willebrand factor A domain-containing protein 5A OS=Homo sapiens OX=9606 GN=VWA5A PE=2 SV=2 E(blastx)=7e-25
TRINITY_DN8809_c0_g1	Cryptochrome-1 OS=Mus musculus OX=10090 GN=Cry1 PE=1 SV=1 E(blastx)=3e-11
TRINITY_DN12217_c0_g1	Transmembrane protein 199 OS=Pongo abelii OX=9601 GN=TMEM199 PE=2 SV=1 E(blastx)=9e-09
TRINITY_DN3155_c0_g1	Transcription factor E2F4 OS=Mus musculus OX=10090 GN=E2f4 PE=1 SV=1 E(blastx)=9e-33
TRINITY_DN10500_c0_g1	60S ribosomal protein L28 OS=Rattus norvegicus OX=10116 GN=Rpl28 PE=1 SV=4 E(blastx)=8e-36
TRINITY_DN2950_c0_g1	Protein disulfide-isomerase TMX3 OS=Mus musculus OX=10090 GN=Tmx3 PE=1 SV=2 E(blastx)=3e-06
TRINITY_DN6559_c0_g1	Syntaxin-1B OS=Rattus norvegicus OX=10116 GN=Stx1b PE=1 SV=1 E(blastx)=9e-07
TRINITY_DN6198_c0_g1	Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1 E(blastx)=8e-41
TRINITY_DN11601_c0_g1	"ATP synthase subunit beta, mitochondrial OS=Cyprinus carpio OX=7962 GN=ATP5F1B PE=2 SV=1 E(blastx)=5e-13"
TRINITY_DN9352_c0_g1	T-complex protein 1 subunit epsilon OS=Macaca fascicularis OX=9541 GN=CCT5 PE=2 SV=1 E(blastx)=3e-45
TRINITY_DN4017_c0_g1	Lissencephaly-1 homolog OS=Nematostella vectensis OX=45351 GN=v1g242515 PE=3 SV=1 E(blastx)=4e-69
TRINITY_DN6234_c0_g1	Bromodomain adjacent to zinc finger domain protein 2B OS=Gallus gallus OX=9031 GN=BAZ2B PE=2 SV=1 E(blastx)=3e-33
TRINITY_DN12782_c0_g1	"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform OS=Bos taurus OX=9913 GN=PHKG2 PE=2 SV=1 E(blastx)=2e-26"
TRINITY_DN13385_c0_g1	Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1 E(blastx)=7e-06
TRINITY_DN3353_c0_g1	Protein TAR1 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=TAR1-A PE=4 SV=2 E(blastx)=7e-13
TRINITY_DN11929_c0_g1	CUB and sushi domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CSMD1 PE=1 SV=3 E(blastx)=3e-11
TRINITY_DN7671_c0_g1	Protein NipSnap homolog 1 OS=Mus musculus OX=10090 GN=Nipsnap1 PE=1 SV=1 E(blastx)=7e-14
TRINITY_DN14614_c0_g1	"Chlorophyll a-b binding protein 7, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LHCB7 PE=2 SV=1 E(blastx)=7e-21"
TRINITY_DN983_c0_g1	Mitochondrial intermediate peptidase OS=Pongo abelii OX=9601 GN=MIPEP PE=2 SV=1 E(blastx)=8e-09
TRINITY_DN12698_c0_g1	Superoxide dismutase [Cu-Zn] OS=Equus caballus OX=9796 GN=SOD1 PE=1 SV=2 E(blastx)=1e-21
TRINITY_DN3033_c0_g1	Putative ABC transporter C family member 15 OS=Arabidopsis thaliana OX=3702 GN=ABCC15 PE=5 SV=2 E(blastx)=3e-22
TRINITY_DN14445_c0_g1	Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4 E(blastx)=8e-11
TRINITY_DN3328_c0_g1	"ATP synthase subunit beta, mitochondrial OS=Hemicentrotus pulcherrimus OX=7650 PE=2 SV=1 E(blastx)=8e-10"
TRINITY_DN8349_c0_g1	Collagen alpha-1(IV) chain OS=Caenorhabditis elegans OX=6239 GN=emb-9 PE=1 SV=5 E(blastx)=9e-14
TRINITY_DN13175_c0_g1	Biogenesis of lysosome-related organelles complex 1 subunit 1 OS=Xenopus tropicalis OX=8364 GN=bloc1s1 PE=2 SV=1 E(blastx)=1e-08
TRINITY_DN7349_c0_g1	ADP-ribose glycohydrolase MACROD2 OS=Homo sapiens OX=9606 GN=MACROD2 PE=1 SV=2 E(blastx)=5e-27
TRINITY_DN3044_c0_g1	THO complex subunit 2 OS=Rhinolophus ferrumequinum OX=59479 GN=THOC2 PE=3 SV=1 E(blastx)=6e-48
TRINITY_DN3225_c0_g1	Lysophospholipase D GDPD1 OS=Homo sapiens OX=9606 GN=GDPD1 PE=1 SV=2 E(blastx)=2e-15
TRINITY_DN6897_c0_g1	A disintegrin and metalloproteinase with thrombospondin motifs 20 OS=Homo sapiens OX=9606 GN=ADAMTS20 PE=2 SV=2 E(blastx)=7e-10
TRINITY_DN8548_c0_g1	Tubulin alpha chain (Fragment) OS=Blepharisma japonicum OX=5961 PE=2 SV=1 E(blastx)=7e-06
TRINITY_DN7637_c0_g1	Oxysterol-binding protein-related protein 10 OS=Mus musculus OX=10090 GN=Osbpl10 PE=1 SV=1 E(blastx)=1e-36
TRINITY_DN572_c0_g1	Proliferation-associated protein 2G4 OS=Rattus norvegicus OX=10116 GN=Pa2g4 PE=1 SV=1 E(blastx)=1e-06
TRINITY_DN12054_c0_g1	Cold shock domain-containing protein E1 (Fragment) OS=Cavia porcellus OX=10141 GN=CSDE1 PE=3 SV=1 E(blastx)=1e-18
TRINITY_DN11185_c0_g1	Tyrosine-protein phosphatase Lar OS=Drosophila melanogaster OX=7227 GN=Lar PE=1 SV=2 E(blastx)=2e-08
TRINITY_DN13000_c0_g1	Polypyrimidine tract-binding protein 2 OS=Homo sapiens OX=9606 GN=PTBP2 PE=1 SV=1 E(blastx)=8e-05
TRINITY_DN8432_c0_g1	Galectin-5 OS=Rattus norvegicus OX=10116 GN=Lgals5 PE=1 SV=2 E(blastx)=6e-11
TRINITY_DN6792_c0_g1	Transmembrane protease serine 6 OS=Mus musculus OX=10090 GN=Tmprss6 PE=1 SV=4 E(blastx)=2e-09
TRINITY_DN11148_c0_g1	Cyclin-dependent kinase-like 5 OS=Mus musculus OX=10090 GN=Cdkl5 PE=1 SV=1 E(blastx)=5e-13
TRINITY_DN5437_c0_g1	Golgi resident protein GCP60 OS=Mus musculus OX=10090 GN=Acbd3 PE=1 SV=3 E(blastx)=4e-16
TRINITY_DN13122_c0_g1	Translationally-controlled tumor protein homolog OS=Anopheles gambiae OX=7165 GN=Tctp PE=3 SV=2 E(blastx)=7e-09
TRINITY_DN6841_c0_g1	H(+)/Cl(-) exchange transporter 5 OS=Oryctolagus cuniculus OX=9986 GN=CLCN5 PE=2 SV=1 E(blastx)=1e-24
TRINITY_DN5600_c0_g1	"Dynein heavy chain 6, axonemal OS=Homo sapiens OX=9606 GN=DNAH6 PE=2 SV=3 E(blastx)=1e-26"
TRINITY_DN323_c0_g1	Formin-binding protein 1-like OS=Xenopus tropicalis OX=8364 GN=fnbp1l PE=1 SV=1 E(blastx)=7e-12
TRINITY_DN3832_c0_g1	Sterol regulatory element-binding protein 1 OS=Cricetulus griseus OX=10029 GN=SREBF1 PE=2 SV=1 E(blastx)=4e-13
TRINITY_DN9592_c0_g1	Formimidoyltransferase-cyclodeaminase OS=Homo sapiens OX=9606 GN=FTCD PE=1 SV=2 E(blastx)=5e-33
TRINITY_DN2557_c0_g1	Adenylate kinase 9 OS=Homo sapiens OX=9606 GN=AK9 PE=1 SV=2 E(blastx)=2e-19
TRINITY_DN8906_c0_g1	ATP-binding cassette sub-family F member 2 OS=Bos taurus OX=9913 GN=ABCF2 PE=2 SV=1 E(blastx)=2e-37
TRINITY_DN14655_c0_g1	Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3 E(blastx)=2e-25
TRINITY_DN10102_c0_g1	La-related protein 1 OS=Mus musculus OX=10090 GN=Larp1 PE=1 SV=3 E(blastx)=2e-23
TRINITY_DN6593_c0_g1	Rho GTPase-activating protein 45 OS=Homo sapiens OX=9606 GN=ARHGAP45 PE=1 SV=2 E(blastx)=1e-08
TRINITY_DN9164_c0_g1	Growth arrest and DNA damage-inducible protein GADD45 gamma OS=Homo sapiens OX=9606 GN=GADD45G PE=1 SV=1 E(blastx)=1e-11
TRINITY_DN11464_c0_g1	Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=1e-09
TRINITY_DN9967_c0_g1	Exportin-1 OS=Rattus norvegicus OX=10116 GN=Xpo1 PE=1 SV=1 E(blastx)=5e-27
TRINITY_DN92_c0_g1	Collagen alpha-1(III) chain OS=Rattus norvegicus OX=10116 GN=Col3a1 PE=2 SV=3 E(blastx)=4e-06
TRINITY_DN3642_c0_g1	NCK-interacting protein with SH3 domain OS=Homo sapiens OX=9606 GN=NCKIPSD PE=1 SV=1 E(blastx)=1e-14
TRINITY_DN2797_c0_g1	Kinesin-like protein KIF13A OS=Mus musculus OX=10090 GN=Kif13a PE=1 SV=1 E(blastx)=2e-25
TRINITY_DN11004_c0_g1	Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3 E(blastx)=2e-14
TRINITY_DN13213_c0_g1	40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4 E(blastx)=5e-76
TRINITY_DN14024_c0_g1	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PDP2 PE=2 SV=2 E(blastx)=1e-07"
TRINITY_DN10928_c0_g1	Mucin-like protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=8e-24
TRINITY_DN3862_c0_g1	60S ribosomal protein L7 OS=Pongo abelii OX=9601 GN=RPL7 PE=2 SV=1 E(blastx)=3e-62
TRINITY_DN13693_c0_g1	Lysine-specific demethylase 4C OS=Homo sapiens OX=9606 GN=KDM4C PE=1 SV=2 E(blastx)=1e-32
TRINITY_DN11671_c0_g1	Mitochondrial carrier homolog 2 OS=Bos taurus OX=9913 GN=MTCH2 PE=2 SV=2 E(blastx)=3e-19
TRINITY_DN10083_c0_g1	Zinc finger CCHC domain-containing protein 24 OS=Homo sapiens OX=9606 GN=ZCCHC24 PE=1 SV=1 E(blastx)=2e-41
TRINITY_DN12852_c0_g1	40S ribosomal protein S3a OS=Nematostella vectensis OX=45351 GN=v1g242621 PE=3 SV=1 E(blastx)=3e-59
TRINITY_DN2801_c0_g1	"Protein adenylyltransferase SelO-1, mitochondrial OS=Danio rerio OX=7955 GN=selenoo1 PE=3 SV=2 E(blastx)=7e-08"
TRINITY_DN14313_c0_g1	Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Danio rerio OX=7955 GN=ergic3 PE=2 SV=1 E(blastx)=8e-49
TRINITY_DN3125_c0_g1	Nucleoside diphosphate kinase 7 OS=Mus musculus OX=10090 GN=Nme7 PE=1 SV=1 E(blastx)=2e-07
TRINITY_DN9974_c0_g1	Putative glycosyltransferase HI_0258 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0258 PE=3 SV=2 E(blastx)=2e-06
TRINITY_DN10387_c0_g1	Protein disulfide-isomerase TMX3 OS=Mus musculus OX=10090 GN=Tmx3 PE=1 SV=2 E(blastx)=5e-07
TRINITY_DN9676_c0_g1	V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2 E(blastx)=1e-28
TRINITY_DN3460_c0_g1	Ceramide very long chain fatty acid hydroxylase SCS7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCS7 PE=1 SV=1 E(blastx)=3e-15
TRINITY_DN228_c0_g1	DPY30 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DYDC1 PE=1 SV=1 E(blastx)=2e-12
TRINITY_DN13076_c0_g1	V-type proton ATPase 116 kDa subunit a isoform 1 OS=Bos taurus OX=9913 GN=ATP6V0A1 PE=2 SV=1 E(blastx)=1e-43
TRINITY_DN11852_c0_g1	"Leucine-, glutamate- and lysine-rich protein 1 OS=Homo sapiens OX=9606 GN=LEKR1 PE=2 SV=2 E(blastx)=2e-06"
TRINITY_DN7672_c0_g1	eEF1A lysine and N-terminal methyltransferase OS=Homo sapiens OX=9606 GN=EEF1AKNMT PE=1 SV=1 E(blastx)=3e-11
TRINITY_DN8144_c0_g1	Paladin OS=Mus musculus OX=10090 GN=Pald1 PE=1 SV=1 E(blastx)=6e-16
TRINITY_DN12961_c0_g1	Helicase with zinc finger domain 2 OS=Mus musculus OX=10090 GN=Helz2 PE=1 SV=1 E(blastx)=1e-09
TRINITY_DN3326_c0_g1	Radial spoke head protein 6 homolog A OS=Xenopus tropicalis OX=8364 GN=rsph6a PE=2 SV=1 E(blastx)=1e-14
TRINITY_DN10206_c0_g1	"cAMP-specific 3',5'-cyclic phosphodiesterase 4B OS=Homo sapiens OX=9606 GN=PDE4B PE=1 SV=1 E(blastx)=1e-15"
TRINITY_DN8785_c0_g1	Actin-related protein 2/3 complex subunit 2-B OS=Xenopus laevis OX=8355 GN=arpc2-b PE=1 SV=1 E(blastx)=2e-45
TRINITY_DN8745_c0_g1	Nascent polypeptide-associated complex subunit alpha OS=Drosophila melanogaster OX=7227 GN=Nacalpha PE=1 SV=2 E(blastx)=6e-38
TRINITY_DN1148_c0_g1	"FYVE, RhoGEF and PH domain-containing protein 6 OS=Mus musculus OX=10090 GN=Fgd6 PE=1 SV=2 E(blastx)=1e-27"
TRINITY_DN9996_c0_g1	40S ribosomal protein S4 OS=Xenopus tropicalis OX=8364 GN=rps4 PE=2 SV=3 E(blastx)=3e-32
TRINITY_DN12839_c0_g1	T-complex protein 1 subunit zeta OS=Pongo abelii OX=9601 GN=CCT6 PE=2 SV=3 E(blastx)=5e-37
TRINITY_DN11255_c0_g1	Elongation factor 1-alpha (Fragment) OS=Spodoptera frugiperda OX=7108 PE=1 SV=1 E(blastx)=5e-41
TRINITY_DN8606_c0_g1	40S ribosomal protein S18 OS=Branchiostoma belcheri OX=7741 GN=RPS18 PE=2 SV=1 E(blastx)=1e-56
TRINITY_DN496_c0_g1	EGF and laminin G domain-containing protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=7e-25
TRINITY_DN9137_c0_g1	Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens OX=9606 GN=SLC4A8 PE=1 SV=1 E(blastx)=3e-15
TRINITY_DN11626_c0_g1	Serine/threonine-protein phosphatase 2B catalytic subunit 2 OS=Drosophila melanogaster OX=7227 GN=Pp2B-14D PE=1 SV=2 E(blastx)=2e-56
TRINITY_DN7884_c0_g1	Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1 E(blastx)=5e-32
TRINITY_DN10951_c0_g1	Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=2 E(blastx)=6e-19
TRINITY_DN2292_c0_g1	Influenza virus NS1A-binding protein homolog OS=Xenopus laevis OX=8355 GN=ivns1abp PE=2 SV=1 E(blastx)=1e-05
TRINITY_DN6549_c0_g1	"Fucoxanthin-chlorophyll a-c binding protein D, chloroplastic OS=Phaeodactylum tricornutum OX=2850 GN=FCPD PE=3 SV=1 E(blastx)=5e-24"
